"Procedure","RunNumberFilterValue","baselineBlockList","Running","baselineBlockList.Cycle","baselineBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","BAS1SamplingList","TrialType","CorrectAnswer","CueCorrect","ITI","ms","TRs","Cue","Probe","BYListBas1Pro2Rea1","colorlistBasPro","CurrentColor","Probeimage","Location","probeloc","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","CueSlide.OnsetDelay","CueSlide.OnsetTime","CueSlide.DurationError","CueSlide.Duration","CueSlide.StartTime","CueSlide.OffsetTime","CueSlide.FinishTime","CueSlide.OffsetDelay","CueSlide.RTTime","CueSlide.ACC","CueSlide.RT","CueSlide.RESP","CueSlide.CRESP","Delay.OnsetDelay","Delay.OnsetTime","Delay.DurationError","Delay.Duration","Delay.StartTime","Delay.OffsetTime","Delay.FinishTime","Delay.OffsetDelay","Border.OnsetDelay","Border.OnsetTime","Border.DurationError","Border.Duration","Border.StartTime","Border.OffsetTime","Border.FinishTime","Border.OffsetDelay","Border.RTTime","Border.ACC","Border.RT","Border.RESP","Border.CRESP","ProbeSlide.OnsetDelay","ProbeSlide.OnsetTime","ProbeSlide.DurationError","ProbeSlide.Duration","ProbeSlide.StartTime","ProbeSlide.OffsetTime","ProbeSlide.FinishTime","ProbeSlide.OffsetDelay","ProbeSlide.RTTime","ProbeSlide.ACC","ProbeSlide.RT","ProbeSlide.RESP","ProbeSlide.CRESP","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","TrialACC","AXList","BXListBas1Pro2Rea1","AYListBas1Pro2Rea1","BngListBas1Pro2Rea2","AngListBas1Pro2Rea2","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","scanstart.RTTime"
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","3","4000","8","A","X",NA,"1","White","white.tif","center","50%","3700","15","463262","2","300","463249","463264","463264","17","15","463562","1","300","463264","463563","463564","16","15","463862","2","500","463564","463864","463864","17","464409","1","547","1","1","15","464362","2","4000","463864","464364","464364","17","14","468361","2","300","464369","468363","468363","16","0","1","0",NA,NA,"14","468661","2","500","468369","468663","468664","16","469054","1","393","2","2","14","469161","-14","3700","468664","472847","472847","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","2","2800","7","A","X",NA,"1","White","white.tif","center","50%","2500","13","472860","2","300","472849","472862","472863","15","13","473160","2","300","472863","473162","473162","15","13","473460","2","500","473163","473462","473463","15","474001","1","541","1","1","13","473960","2","4000","473463","473962","473963","15","12","477959","3","300","473968","477962","477962","15","0","1","0",NA,NA,"12","478259","3","500","477967","478262","478262","15","478614","1","355","2","2","12","478759","-12","2500","478262","481247","481247","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Ang",NA,"1","1","1600","6","A","7",NA,"1","White","white.tif","center","50%","1300","12","481259","2","300","481249","481261","481261","14","12","481559","2","300","481262","481561","481561","14","12","481859","2","500","481561","481861","481861","14","482263","1","404","1","1","12","482359","2","4000","481862","482361","482361","14","11","486358","2","300","482366","486360","486361","13","0","1","0",NA,NA,"11","486658","2","500","486366","486660","486661","13","0","1","0",NA,NA,"11","487158","-11","1300","486661","488447","488447","0","1",NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","3","4000","8","A","X",NA,"1","White","white.tif","center","50%","3700","11","488458","2","300","488449","488460","488460","13","11","488758","2","300","488460","488760","488760","13","11","489058","2","500","488760","489060","489060","13","489716","1","658","1","1","11","489558","2","4000","489060","489560","489560","13","10","493557","2","300","489565","493559","493560","12","0","1","0",NA,NA,"10","493857","2","500","493565","493859","493859","12","494480","1","623","2","2","10","494357","-10","3700","493860","498047","498047","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","AY","1","1","3","4000","8","A","T",NA,"1","White","white.tif","center","50%","3700","9","498056","2","300","498049","498058","498059","11","9","498356","2","300","498059","498358","498358","11","9","498656","2","500","498359","498658","498659","11","499050","1","394","1","1","9","499156","2","4000","498659","499158","499159","11","8","503155","3","300","499164","503158","503158","11","0","1","0",NA,NA,"8","503455","3","500","503163","503458","503458","11","504053","1","598","1","1","8","503955","-8","3700","503458","507647","507647","0","1",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Bng",NA,"1","2","2800","7","P","9",NA,"1","White","white.tif","center","50%","2500","24","507671","3","300","507649","507674","507674","27","8","507955","1","300","507674","507956","507957","9","8","508255","2","500","507957","508257","508257","10","508780","1","525","1","1","8","508755","2","4000","508257","508757","508757","10","7","512754","2","300","508762","512756","512756","9","0","1","0",NA,NA,"7","513054","2","500","512762","513056","513056","9","0","1","0",NA,NA,"7","513554","-7","2500","513057","516047","516047","0","1",NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","1","1600","6","A","X",NA,"1","White","white.tif","center","50%","1300","23","516070","2","300","516049","516072","516073","25","6","516353","2","300","516073","516355","516355","8","6","516653","2","500","516356","516655","516656","8","517162","1","509","1","1","6","517153","2","4000","516656","517155","517156","8","6","521153","2","300","517161","521155","521155","8","0","1","0",NA,NA,"6","521453","2","500","521160","521455","521455","8","521994","1","541","2","2","5","521952","-5","1300","521455","523247","523247","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","BX","1","1","1","1600","6","U","X",NA,"1","White","white.tif","center","50%","1300","22","523269","2","300","523249","523271","523271","24","5","523552","2","300","523272","523554","523554","7","5","523852","2","500","523555","523854","523855","7","524847","1","995","1","1","5","524352","2","4000","523855","524354","524355","7","4","528351","3","300","524360","528354","528354","7","0","1","0",NA,NA,"4","528651","3","500","528359","528654","528654","7","529892","1","1241","1","1","4","529151","-4","1300","528654","530447","530447","0","1",NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","3","4000","8","A","X",NA,"1","White","white.tif","center","50%","3700","21","530468","2","300","530449","530470","530470","23","4","530751","2","300","530470","530753","530753","6","4","531051","2","500","530754","531053","531054","6","531575","1","524","1","1","4","531551","2","4000","531054","531553","531553","6","3","535550","3","300","531559","535553","535553","6","0","1","0",NA,NA,"3","535850","3","500","535558","535853","535853","6","536107","1","257","2","2","3","536350","-3","3700","535853","540047","540047","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","2","2800","7","H","U","14","1","White","white.tif","center","50%","2500","19","540066","2","300","540049","540068","540069","21","3","540350","1","300","540069","540351","540351","4","3","540650","2","500","540352","540652","540652","5","541033","1","383","1","1","2","541149","3","4000","540652","541152","541152","5","2","545149","2","300","541157","545151","545151","4","0","1","0",NA,NA,"2","545449","2","500","545156","545451","545451","4","546084","1","635","1","1","2","545949","-2","2500","545452","548447","548447","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","2","2800","7","A","X",NA,"1","White","white.tif","center","50%","2500","18","548465","2","300","548449","548467","548467","20","1","548748","2","300","548468","548750","548750","3","1","549048","2","500","548751","549050","549051","3","549509","1","461","1","1","1","549548","2","4000","549051","549550","549551","3","0","553547","3","300","549556","553550","553550","3","0","1","0",NA,NA,"0","553847","3","500","553555","553850","553850","3","554294","1","447","2","2","0","554347","0","2500","553850","556847","556847","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","1","1600","6","M","F","18","1","White","white.tif","center","50%","1300","17","556864","2","300","556849","556866","556866","19","0","557147","2","300","556866","557149","557149","2","0","557447","2","500","557149","557449","557449","2","557979","1","532","1","1","0","557947","2","4000","557450","557949","557949","2","16","561963","2","300","557954","561965","561965","18","0","1","0",NA,NA,"16","562263","2","500","561970","562265","562265","18","562829","1","566","1","1","16","562763","-16","1300","562266","564047","564047","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","2","2800","7","P","M","28","1","White","white.tif","center","50%","2500","15","564062","3","300","564049","564065","564065","18","15","564362","2","300","564065","564364","564364","17","15","564662","3","500","564365","564665","564665","18","565346","1","684","1","1","15","565162","3","4000","564665","565165","565165","18","15","569162","2","300","565170","569164","569164","17","0","1","0",NA,NA,"15","569462","2","500","569169","569464","569464","17","569973","1","511","1","1","15","569962","-15","2500","569464","572447","572447","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","5","baselineBlockList","2","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","BY","1","1","3","4000","8","U","D","34","1","White","white.tif","center","50%","3700","14","572461","2","300","572449","572463","572464","16","14","572761","2","300","572464","572763","572763","16","14","573061","2","500","572764","573063","573064","16","573695","1","634","1","1","14","573561","2","4000","573064","573563","573564","16","13","577560","3","300","573569","577563","577563","16","0","1","0",NA,NA,"13","577860","2","500","577568","577862","577863","15","578246","1","386","1","1","13","578360","-13","3700","577863","582047","582047","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"FixationGetReadyPROC","baseline1","6","baselineBlockList","2","51","13","582060","2","28400","582048","582062","582062","15","8","610455","2","1600","582062","610457","0","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
"AXCPTTrialPROC","baseline1","7","baselineBlockList","2","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","AX","2","1","2","2800","7","A","X",NA,"1","White","white.tif","center","50%","2500","8","612055","2","300","610459","612057","612058","10","8","612355","2","300","612058","612357","612357","10","8","612655","2","500","612357","612657","612657","10","613088","1","433","1","1","8","613155","2","4000","612658","613157","613157","10","7","617154","2","300","613162","617156","617157","9","0","1","0",NA,NA,"7","617454","2","500","617162","617456","617457","9","617986","1","532","2","2","7","617954","-7","2500","617457","620447","620447","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118838
