"Procedure","RunNumberFilterValue","reactiveBlockList","Running","reactiveBlockList.Cycle","reactiveBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","ID","ITI","ms","TRs","Stim","TrialType","LWPC","Correct","Color","MiInConRea1","REA1SamplingList","CustomCaptureFilename","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","AudioRecordSoundIn1.Filename","AudioRecord.OnsetDelay","AudioRecord.OnsetTime","AudioRecord.DurationError","AudioRecord.Duration","AudioRecord.StartTime","AudioRecord.OffsetTime","AudioRecord.FinishTime","AudioRecord.OffsetDelay","Stimuli.OnsetDelay","Stimuli.OnsetTime","Stimuli.DurationError","Stimuli.Duration","Stimuli.StartTime","Stimuli.OffsetTime","Stimuli.FinishTime","Stimuli.OffsetDelay","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","McConRea1","MiConRea1","PC50InConRea1","PC50ConRea1","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","InstHalfway.OnsetDelay","InstHalfway.OnsetTime","InstHalfway.StartTime","scanstart.RTTime"
"StroopTrialPROC","reactive1","4","reactiveBlockList","2","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-40.wav","900","18","275594","2","300","275583","275596","275597","20","1",275877,"2","300","275597","275879","275879","3","132017_reactive_StroopRea_run1_AudioRecord-40.wav","1","276177","3","100","275879","276180","276181","4","1","276277","2","2000","276181","276279","276280","3","1","278277","-1","900","276280","279176","279176","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"FixationGetReadyPROC","reactive1","5","reactiveBlockList","2","42","17","279193","3","28400","279185","279196","279196","20","13","307589","2","1600","279196","307591","0","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","InCon","MI","purple","purple","5","1","132017_reactive_StroopRea_run1_AudioRecord-41.wav","900","13","309189","2","300","307593","309191","309191","15","13",309489,"1","300","309191","309490","309491","14","132017_reactive_StroopRea_run1_AudioRecord-41.wav","13","309789","3","100","309491","309792","309792","16","13","309889","2","2000","309792","309891","309891","15","12","311888","-12","900","309891","312776","312776","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PURPLE","Con","MI","purple","purple",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-42.wav","2100","45","312821","3","300","312813","312824","312824","48","12",313088,"2","300","312824","313090","313090","14","132017_reactive_StroopRea_run1_AudioRecord-42.wav","12","313388","3","100","313090","313391","313391","15","12","313488","2","2000","313392","313490","313491","14","12","315488","-12","2100","313491","317576","317576","0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","YELLOW","Con","PC50","yellow","yellow",NA,"3","132017_reactive_StroopRea_run1_AudioRecord-43.wav","2100","45","317621","2","300","317599","317623","317623","47","11",317887,"2","300","317623","317889","317889","13","132017_reactive_StroopRea_run1_AudioRecord-43.wav","11","318187","3","100","317889","318190","318191","14","11","318287","2","2000","318191","318289","318290","13","11","320287","-11","2100","318290","322376","322376","0",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLACK","InCon","PC50","green","green",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-44.wav","900","27","322403","2","300","322382","322405","322406","29","11",322687,"1","300","322406","322688","322688","12","132017_reactive_StroopRea_run1_AudioRecord-44.wav","11","322987","3","100","322689","322990","322990","14","11","323087","2","2000","322990","323089","323089","13","10","325086","-10","900","323089","325976","325976","0",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLACK","Con","PC50","black","black",NA,"3","132017_reactive_StroopRea_run1_AudioRecord-45.wav","2100","27","326003","2","300","325985","326005","326005","29","10",326286,"2","300","326005","326288","326288","12","132017_reactive_StroopRea_run1_AudioRecord-45.wav","10","326586","3","100","326288","326589","326589","13","10","326686","2","2000","326590","326688","326689","12","10","328686","-10","2100","326689","330776","330776","0",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-46.wav","3300","26","330802","2","300","330783","330804","330804","28","9",331085,"2","300","330805","331087","331087","11","132017_reactive_StroopRea_run1_AudioRecord-46.wav","9","331385","3","100","331087","331388","331389","12","9","331485","2","2000","331389","331487","331488","11","9","333485","-9","3300","331488","336776","336776","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","InCon","MI","purple","purple","6","1","132017_reactive_StroopRea_run1_AudioRecord-47.wav","900","25","336801","2","300","336783","336803","336803","27","8",337084,"2","300","336804","337086","337086","10","132017_reactive_StroopRea_run1_AudioRecord-47.wav","8","337384","3","100","337086","337387","337388","11","8","337484","2","2000","337388","337486","337487","10","8","339484","-8","900","337487","340376","340376","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-48.wav","3300","58","340434","3","300","340422","340437","340438","61","8",340684,"2","300","340438","340686","340686","10","132017_reactive_StroopRea_run1_AudioRecord-48.wav","8","340984","3","100","340686","340987","340987","11","8","341084","2","2000","340987","341086","341086","10","7","343083","-7","3300","341086","346376","346376","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","InCon","MI","purple","purple","4","1","132017_reactive_StroopRea_run1_AudioRecord-49.wav","3300","23","346399","3","300","346382","346402","346402","26","7",346683,"1","300","346402","346684","346685","8","132017_reactive_StroopRea_run1_AudioRecord-49.wav","7","346983","3","100","346685","346986","346986","10","7","347083","2","2000","346986","347085","347085","9","6","349082","-6","3300","347086","352376","352376","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-50.wav","900","23","352399","2","300","352382","352401","352401","25","6",352682,"1","300","352401","352683","352684","7","132017_reactive_StroopRea_run1_AudioRecord-50.wav","6","352982","3","100","352684","352985","352985","9","6","353082","2","2000","352985","353084","353084","8","5","355081","-5","900","353085","355976","355976","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-51.wav","900","22","355998","2","300","355990","356000","356001","24","5",356281,"2","300","356001","356283","356283","7","132017_reactive_StroopRea_run1_AudioRecord-51.wav","5","356581","3","100","356284","356584","356584","8","5","356681","2","2000","356585","356683","356684","7","5","358681","-5","900","356684","359576","359576","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-52.wav","3300","21","359597","3","300","359590","359600","359600","24","5",359881,"1","300","359600","359882","359883","6","132017_reactive_StroopRea_run1_AudioRecord-52.wav","5","360181","3","100","359883","360184","360184","8","5","360281","2","2000","360184","360283","360283","7","4","362280","-4","3300","360284","365576","365576","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-53.wav","2100","20","365596","3","300","365583","365599","365599","23","4",365880,"1","300","365599","365881","365882","5","132017_reactive_StroopRea_run1_AudioRecord-53.wav","4","366180","3","100","365882","366183","366183","7","4","366280","2","2000","366183","366282","366282","6","3","368279","-3","2100","366282","370376","370376","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","InCon","MI","white","white","2","1","132017_reactive_StroopRea_run1_AudioRecord-54.wav","900","20","370396","2","300","370383","370398","370398","22","3",370679,"2","300","370398","370681","370681","5","132017_reactive_StroopRea_run1_AudioRecord-54.wav","3","370979","3","100","370681","370982","370982","6","3","371079","2","2000","370982","371081","371081","5","3","373079","-3","900","371082","373976","373976","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-55.wav","3300","19","373995","3","300","373988","373998","373998","22","2",374278,"2","300","373998","374280","374280","4","132017_reactive_StroopRea_run1_AudioRecord-55.wav","2","374578","3","100","374281","374581","374582","5","2","374678","3","2000","374582","374681","374681","5","2","376678","-2","3300","374681","379976","379976","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","YELLOW","InCon","PC50","pink","255,105,180",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-56.wav","3300","68","380044","3","300","380029","380047","380047","71","1",380277,"2","300","380047","380279","380279","3","132017_reactive_StroopRea_run1_AudioRecord-56.wav","1","380577","3","100","380280","380580","380581","4","1","380677","3","2000","380581","380680","380680","4","1","382677","-1","3300","380680","385976","385976","0",NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","Con","MI","white","white",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-57.wav","2100","17","385993","3","300","385982","385996","385996","20","1",386277,"1","300","385996","386278","386278","2","132017_reactive_StroopRea_run1_AudioRecord-57.wav","0","386576","4","100","386279","386580","386580","4","0","386676","3","2000","386580","386679","386679","3","0","388676","0","2100","386679","390776","390776","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-58.wav","2100","16","390792","3","300","390783","390795","390795","19","0",391076,"1","300","390795","391077","391078","1","132017_reactive_StroopRea_run1_AudioRecord-58.wav","0","391376","3","100","391078","391379","391379","3","0","391476","2","2000","391380","391478","391478","2","16","393492","-16","2100","391479","395576","395576","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-59.wav","2100","16","395592","2","300","395582","395594","395594","18","16",395892,"1","300","395595","395893","395893","17","132017_reactive_StroopRea_run1_AudioRecord-59.wav","16","396192","3","100","395894","396195","396195","19","16","396292","2","2000","396195","396294","396294","18","15","398291","-15","2100","396294","400376","400376","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PINK","Con","PC50","pink","255,105,180",NA,"3","132017_reactive_StroopRea_run1_AudioRecord-60.wav","900","15","400391","2","300","400383","400393","400394","17","15",400691,"2","300","400394","400693","400693","17","132017_reactive_StroopRea_run1_AudioRecord-60.wav","15","400991","3","100","400693","400994","400994","18","15","401091","2","2000","400994","401093","401093","17","15","403091","-15","900","401094","403976","403976","0",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","InCon","MI","white","white","1","1","132017_reactive_StroopRea_run1_AudioRecord-61.wav","2100","31","404007","2","300","403989","404009","404010","33","14",404290,"2","300","404010","404292","404292","16","132017_reactive_StroopRea_run1_AudioRecord-61.wav","14","404590","3","100","404292","404593","404594","17","14","404690","3","2000","404594","404693","404693","17","14","406690","-14","2100","404693","408776","408776","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","InCon","MI","purple","purple","6","1","132017_reactive_StroopRea_run1_AudioRecord-62.wav","3300","14","408790","2","300","408783","408792","408792","16","14",409090,"1","300","408792","409091","409091","15","132017_reactive_StroopRea_run1_AudioRecord-62.wav","14","409390","3","100","409092","409393","409393","17","13","409489","3","2000","409393","409492","409492","16","13","411489","-13","3300","409492","414776","414776","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","GREEN","Con","PC50","green","green",NA,"3","132017_reactive_StroopRea_run1_AudioRecord-63.wav","3300","46","414822","2","300","414802","414824","414824","48","13",415089,"1","300","414825","415090","415090","14","132017_reactive_StroopRea_run1_AudioRecord-63.wav","13","415389","3","100","415091","415392","415392","16","13","415489","2","2000","415392","415491","415491","15","12","417488","-12","3300","415491","420776","420776","0",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PINK","InCon","PC50","black","black",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-64.wav","900","28","420804","2","300","420782","420806","420807","30","12",421088,"1","300","420807","421089","421090","13","132017_reactive_StroopRea_run1_AudioRecord-64.wav","12","421388","3","100","421090","421391","421391","15","12","421488","2","2000","421391","421490","421490","14","11","423487","-11","900","421490","424376","424376","0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","InCon","MI","white","white","3","1","132017_reactive_StroopRea_run1_AudioRecord-65.wav","900","44","424420","3","300","424406","424423","424423","47","11",424687,"2","300","424423","424689","424689","13","132017_reactive_StroopRea_run1_AudioRecord-65.wav","11","424987","3","100","424689","424990","424990","14","11","425087","2","2000","424991","425089","425090","13","11","427087","-11","900","425090","427976","427976","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PURPLE","InCon","MI","white","white","3","1","132017_reactive_StroopRea_run1_AudioRecord-66.wav","2100","27","428003","2","300","427986","428005","428006","29","11",428287,"1","300","428006","428288","428288","12","132017_reactive_StroopRea_run1_AudioRecord-66.wav","11","428587","2","100","428289","428589","428590","13","10","428686","3","2000","428590","428689","428689","13","10","430686","-10","2100","428689","432776","432776","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-67.wav","2100","26","432802","3","300","432783","432805","432805","29","10",433086,"1","300","432805","433087","433088","11","132017_reactive_StroopRea_run1_AudioRecord-67.wav","10","433386","3","100","433088","433389","433389","13","10","433486","2","2000","433389","433488","433488","12","9","435485","-9","2100","433488","437576","437576","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","InCon","MI","purple","purple","5","1","132017_reactive_StroopRea_run1_AudioRecord-68.wav","900","26","437602","2","300","437583","437604","437604","28","9",437885,"2","300","437604","437887","437887","11","132017_reactive_StroopRea_run1_AudioRecord-68.wav","9","438185","3","100","437887","438188","438188","12","9","438285","2","2000","438188","438287","438287","11","9","440285","-9","900","438288","441176","441176","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","InCon","MI","white","white","2","1","132017_reactive_StroopRea_run1_AudioRecord-69.wav","3300","25","441201","2","300","441184","441203","441204","27","8",441484,"2","300","441204","441486","441486","10","132017_reactive_StroopRea_run1_AudioRecord-69.wav","8","441784","3","100","441487","441787","441788","11","8","441884","3","2000","441788","441887","441887","11","8","443884","-8","3300","441887","447176","447176","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-70.wav","2100","24","447200","2","300","447182","447202","447203","26","8",447484,"1","300","447203","447485","447485","9","132017_reactive_StroopRea_run1_AudioRecord-70.wav","7","447783","4","100","447486","447787","447787","11","7","447883","3","2000","447787","447886","447886","10","7","449883","-7","2100","447886","451976","451976","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-71.wav","3300","23","451999","3","300","451983","452002","452002","26","7",452283,"1","300","452002","452284","452285","8","132017_reactive_StroopRea_run1_AudioRecord-71.wav","7","452583","3","100","452285","452586","452586","10","7","452683","2","2000","452586","452685","452685","9","6","454682","-6","3300","452686","457976","457976","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MC","red","red",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-72.wav","900","23","457999","2","300","457983","458001","458001","25","6",458282,"2","300","458001","458284","458284","8","132017_reactive_StroopRea_run1_AudioRecord-72.wav","6","458582","3","100","458284","458585","458585","9","6","458682","2","2000","458585","458684","458684","8","5","460681","-5","900","458685","461576","461576","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PINK","InCon","PC50","green","green",NA,"4","132017_reactive_StroopRea_run1_AudioRecord-73.wav","2100","39","461615","2","300","461591","461617","461617","41","5",461881,"2","300","461617","461883","461883","7","132017_reactive_StroopRea_run1_AudioRecord-73.wav","5","462181","3","100","461883","462184","462185","8","5","462281","2","2000","462185","462283","462284","7","5","464281","-5","2100","462284","466376","466376","0",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","InCon","MI","purple","purple","4","1","132017_reactive_StroopRea_run1_AudioRecord-74.wav","900","21","466397","2","300","466383","466399","466400","23","4",466680,"2","300","466400","466682","466682","6","132017_reactive_StroopRea_run1_AudioRecord-74.wav","4","466980","3","100","466683","466983","466984","7","4","467080","3","2000","466984","467083","467083","7","4","469080","-4","900","467083","469976","469976","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","Con","MC","blue","blue",NA,"5","132017_reactive_StroopRea_run1_AudioRecord-75.wav","3300","21","469997","2","300","469990","469999","469999","23","4",470280,"2","300","470000","470282","470282","6","132017_reactive_StroopRea_run1_AudioRecord-75.wav","4","470580","3","100","470282","470583","470583","7","4","470680","2","2000","470583","470682","470682","6","4","472680","-4","3300","470683","475976","475976","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","Con","MI","white","white",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-76.wav","900","20","475996","2","300","475982","475998","475998","22","3",476279,"2","300","475999","476281","476281","5","132017_reactive_StroopRea_run1_AudioRecord-76.wav","3","476579","3","100","476281","476582","476582","6","3","476679","2","2000","476582","476681","476681","5","3","478679","-3","900","476682","479576","479576","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PURPLE","Con","MI","purple","purple",NA,"2","132017_reactive_StroopRea_run1_AudioRecord-77.wav","3300","19","479595","2","300","479588","479597","479598","21","2",479878,"2","300","479598","479880","479880","4","132017_reactive_StroopRea_run1_AudioRecord-77.wav","2","480178","3","100","479881","480181","480182","5","2","480278","3","2000","480182","480281","480281","5","2","482278","-2","3300","480281","485576","485576","0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
"StroopTrialPROC","reactive1","6","reactiveBlockList","2","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","InCon","MI","white","white","1","1","132017_reactive_StroopRea_run1_AudioRecord-78.wav","900","18","485594","3","300","485583","485597","485597","21","1",485877,"2","300","485597","485879","485879","3","132017_reactive_StroopRea_run1_AudioRecord-78.wav","1","486177","3","100","485880","486180","486181","4","1","486277","3","2000","486181","486280","486280","4","1","488277","-1","900","486280","489176","489176","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55964
