"Procedure","RunNumberFilterValue","baselineBlockList","Running","baselineBlockList.Cycle","baselineBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","ID","ITI","ms","TRs","Stim","TrialType","LWPC","Correct","Color","BAS2SamplingList","McConBas2","CustomCaptureFilename","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","AudioRecordSoundIn1.Filename","AudioRecord.OnsetDelay","AudioRecord.OnsetTime","AudioRecord.DurationError","AudioRecord.Duration","AudioRecord.StartTime","AudioRecord.OffsetTime","AudioRecord.FinishTime","AudioRecord.OffsetDelay","Stimuli.OnsetDelay","Stimuli.OnsetTime","Stimuli.DurationError","Stimuli.Duration","Stimuli.StartTime","Stimuli.OffsetTime","Stimuli.FinishTime","Stimuli.OffsetDelay","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","McInConBas2","PC50InConBas2","PC50ConBas2","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","InstHalfway.OnsetDelay","InstHalfway.OnsetTime","InstHalfway.StartTime","scanstart.RTTime"
"StroopTrialPROC","baseline2","16","baselineBlockList","2","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","YELLOW","InCon","PC50","green","green","4",NA,"132017_baseline_StroopBas_run2_AudioRecord-86.wav","3300","24","533993","2","300","533976","533995","533995","26","7",534276,"2","300","533995","534278","534278","9","132017_baseline_StroopBas_run2_AudioRecord-86.wav","7","534576","3","100","534278","534579","534579","10","7","534676","2","2000","534580","534678","534679","9","7","536676","-7","3300","534679","539969","539969","0",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","Con","MC","white","white","1","3","132017_baseline_StroopBas_run2_AudioRecord-87.wav","2100","23","539992","2","300","539975","539994","539994","25","6",540275,"2","300","539995","540277","540277","8","132017_baseline_StroopBas_run2_AudioRecord-87.wav","6","540575","3","100","540277","540578","540579","9","6","540675","2","2000","540579","540677","540678","8","6","542675","-6","2100","540678","544769","544769","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","InCon","MC","blue","blue","2",NA,"132017_baseline_StroopBas_run2_AudioRecord-88.wav","900","22","544791","2","300","544775","544793","544794","24","5",545074,"2","300","544794","545076","545076","7","132017_baseline_StroopBas_run2_AudioRecord-88.wav","5","545374","3","100","545077","545377","545378","8","5","545474","3","2000","545378","545477","545477","8","5","547474","-5","900","545477","548369","548369","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLACK","Con","PC50","black","black","3",NA,"132017_baseline_StroopBas_run2_AudioRecord-89.wav","2100","22","548391","2","300","548383","548393","548393","24","5",548674,"1","300","548393","548675","548676","6","132017_baseline_StroopBas_run2_AudioRecord-89.wav","5","548974","3","100","548676","548977","548977","8","5","549074","2","2000","548977","549076","549076","7","4","551073","-4","2100","549077","553169","553169","0",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","GREEN","Con","PC50","green","green","3",NA,"132017_baseline_StroopBas_run2_AudioRecord-90.wav","2100","21","553190","2","300","553176","553192","553192","23","4",553473,"2","300","553192","553475","553475","6","132017_baseline_StroopBas_run2_AudioRecord-90.wav","4","553773","3","100","553475","553776","553776","7","4","553873","2","2000","553777","553875","553876","6","4","555873","-4","2100","553876","557969","557969","0",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","Con","MC","red","red","1","1","132017_baseline_StroopBas_run2_AudioRecord-91.wav","2100","20","557989","2","300","557975","557991","557992","22","3",558272,"2","300","557992","558274","558274","5","132017_baseline_StroopBas_run2_AudioRecord-91.wav","3","558572","3","100","558274","558575","558576","6","3","558672","3","2000","558576","558675","558675","6","3","560672","-3","2100","558675","562769","562769","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","Con","MC","white","white","1","3","132017_baseline_StroopBas_run2_AudioRecord-92.wav","900","19","562788","2","300","562775","562790","562791","21","3",563072,"1","300","562791","563073","563074","4","132017_baseline_StroopBas_run2_AudioRecord-92.wav","3","563372","3","100","563074","563375","563375","6","3","563472","2","2000","563375","563474","563474","5","2","565471","-2","900","563474","566369","566369","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","Con","MC","purple","purple","1","4","132017_baseline_StroopBas_run2_AudioRecord-93.wav","900","35","566404","3","300","566381","566407","566407","38","2",566671,"2","300","566407","566673","566673","4","132017_baseline_StroopBas_run2_AudioRecord-93.wav","2","566971","3","100","566673","566974","566974","5","2","567071","2","2000","566974","567073","567074","4","2","569071","-2","900","567074","569969","569969","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PINK","Con","PC50","pink","255,105,180","3",NA,"132017_baseline_StroopBas_run2_AudioRecord-94.wav","3300","18","569987","3","300","569980","569990","569990","21","1",570270,"2","300","569990","570272","570272","3","132017_baseline_StroopBas_run2_AudioRecord-94.wav","1","570570","3","100","570273","570573","570574","4","1","570670","3","2000","570574","570673","570673","4","1","572670","-1","3300","570673","575969","575969","0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PINK","Con","PC50","pink","255,105,180","3",NA,"132017_baseline_StroopBas_run2_AudioRecord-95.wav","3300","17","575986","3","300","575975","575989","575989","20","0",576269,"2","300","575989","576271","576271","2","132017_baseline_StroopBas_run2_AudioRecord-95.wav","0","576569","4","100","576272","576573","576573","4","0","576669","3","2000","576573","576672","576672","3","0","578669","0","3300","576672","581969","581969","0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","Con","MC","red","red","1","1","132017_baseline_StroopBas_run2_AudioRecord-96.wav","3300","16","581985","3","300","581975","581988","581988","19","16",582285,"2","300","581988","582287","582287","18","132017_baseline_StroopBas_run2_AudioRecord-96.wav","16","582585","3","100","582287","582588","582589","19","16","582685","2","2000","582589","582687","582688","18","16","584685","-16","3300","582688","587969","587969","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","InCon","MC","purple","purple","2",NA,"132017_baseline_StroopBas_run2_AudioRecord-97.wav","2100","15","587984","3","300","587975","587987","587987","18","15",588284,"2","300","587987","588286","588286","17","132017_baseline_StroopBas_run2_AudioRecord-97.wav","15","588584","3","100","588286","588587","588587","18","15","588684","2","2000","588588","588686","588687","17","15","590684","-15","2100","588687","592769","592769","0","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","InCon","MC","blue","blue","2",NA,"132017_baseline_StroopBas_run2_AudioRecord-98.wav","900","15","592784","2","300","592775","592786","592786","17","14",593083,"2","300","592786","593085","593085","16","132017_baseline_StroopBas_run2_AudioRecord-98.wav","14","593383","3","100","593086","593386","593387","17","14","593483","3","2000","593387","593486","593486","17","14","595483","-14","900","593486","596369","596369","0","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","Con","MC","blue","blue","1","2","132017_baseline_StroopBas_run2_AudioRecord-99.wav","2100","31","596400","2","300","596382","596402","596402","33","14",596683,"2","300","596402","596685","596685","16","132017_baseline_StroopBas_run2_AudioRecord-99.wav","14","596983","3","100","596685","596986","596986","17","14","597083","2","2000","596987","597085","597085","16","14","599083","-14","2100","597086","601169","601169","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PURPLE","Con","MC","purple","purple","1","4","132017_baseline_StroopBas_run2_AudioRecord-100.wav","2100","30","601199","2","300","601176","601201","601201","32","13",601482,"2","300","601202","601484","601484","15","132017_baseline_StroopBas_run2_AudioRecord-100.wav","13","601782","3","100","601484","601785","601785","16","13","601882","2","2000","601786","601884","601885","15","13","603882","-13","2100","601885","605969","605969","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","Con","MC","white","white","1","3","132017_baseline_StroopBas_run2_AudioRecord-101.wav","3300","29","605998","2","300","605975","606000","606001","31","12",606281,"2","300","606001","606283","606283","14","132017_baseline_StroopBas_run2_AudioRecord-101.wav","12","606581","3","100","606284","606584","606585","15","12","606681","3","2000","606585","606684","606684","15","12","608681","-12","3300","606684","611969","611969","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PINK","InCon","PC50","yellow","yellow","4",NA,"132017_baseline_StroopBas_run2_AudioRecord-102.wav","3300","28","611997","3","300","611975","612000","612000","31","11",612280,"2","300","612000","612282","612282","13","132017_baseline_StroopBas_run2_AudioRecord-102.wav","11","612580","3","100","612283","612583","612584","14","11","612680","3","2000","612584","612683","612683","14","11","614680","-11","3300","612683","617969","617969","0",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","InCon","MC","white","white","2",NA,"132017_baseline_StroopBas_run2_AudioRecord-103.wav","3300","27","617996","2","300","617975","617998","617999","29","10",618279,"2","300","617999","618281","618281","12","132017_baseline_StroopBas_run2_AudioRecord-103.wav","10","618579","3","100","618282","618582","618583","13","10","618679","3","2000","618583","618682","618682","13","10","620679","-10","3300","618682","623969","623969","0","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MC","red","red","1","1","132017_baseline_StroopBas_run2_AudioRecord-104.wav","900","60","624029","2","300","624003","624031","624031","62","10",624279,"1","300","624032","624280","624280","11","132017_baseline_StroopBas_run2_AudioRecord-104.wav","10","624579","3","100","624281","624582","624582","13","9","624678","3","2000","624582","624681","624681","12","9","626678","-9","900","624682","627569","627569","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","Con","MC","white","white","1","3","132017_baseline_StroopBas_run2_AudioRecord-105.wav","2100","26","627595","2","300","627577","627597","627597","28","9",627878,"2","300","627597","627880","627880","11","132017_baseline_StroopBas_run2_AudioRecord-105.wav","9","628178","3","100","627880","628181","628181","12","9","628278","2","2000","628181","628280","628281","11","9","630278","-9","2100","628281","632369","632369","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","RED","Con","MC","red","red","1","1","132017_baseline_StroopBas_run2_AudioRecord-106.wav","3300","25","632394","2","300","632375","632396","632396","27","8",632677,"2","300","632397","632679","632679","10","132017_baseline_StroopBas_run2_AudioRecord-106.wav","8","632977","3","100","632679","632980","632981","11","8","633077","2","2000","632981","633079","633080","10","8","635077","-8","3300","633080","638369","638369","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","Con","MC","blue","blue","1","2","132017_baseline_StroopBas_run2_AudioRecord-107.wav","900","41","638410","2","300","638393","638412","638412","43","7",638676,"2","300","638412","638678","638678","9","132017_baseline_StroopBas_run2_AudioRecord-107.wav","7","638976","3","100","638678","638979","638980","10","7","639076","2","2000","638980","639078","639079","9","7","641076","-7","900","639079","641969","641969","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"StroopTrialPROC","baseline2","16","baselineBlockList","2","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","InCon","MC","red","red","2",NA,"132017_baseline_StroopBas_run2_AudioRecord-108.wav","900","40","642009","3","300","641986","642012","642012","43","7",642276,"1","300","642012","642277","642278","8","132017_baseline_StroopBas_run2_AudioRecord-108.wav","7","642576","3","100","642278","642579","642579","10","7","642676","2","2000","642579","642678","642678","9","6","644675","-6","900","642679","645569","645569","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163
"FixationOnlyPROC","baseline2","17","baselineBlockList","2","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","645592","2","30000","645584","645594","645595","25",NA,NA,NA,37163
"PausePROC","baseline2","18","baselineBlockList","2","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","675570","645596",37163
